name,chunk_id,paper_id,context,measurement,value,units
"Gambia, The",40,0,"<tr><td>Ethiopia</td><td>183</td><td>153</td><td>553</td><td>168</td><td>867</td><td>153–867</td></tr>  <tr><td>Fr. Guiana</td><td>1097</td><td>1683</td><td>1588</td><td>403</td><td>—</td><td>403–1683</td></tr>  <tr><td>Gabon</td><td>3063</td><td>3150</td><td>4742</td><td>3315</td><td>4114</td><td>3063–4742</td></tr>  <tr><td>Gambia, The</td><td>7</td><td>7</td><td>11</td><td>7</td><td>6</td><td>6–11</td></tr>",carbon_sequestration,7,Mt C a^-1
FAO forest ecological zone map (FAO 2001),55,0,"a Overview of methods used to develop table 3: In most cases, total forest carbon stocks per country were calculated by applying biome-average forest carbon values to a satellite-based global land cover map for the year 2000 (GLC 2000) stratified by the FAO forest ecological zone map (FAO 2001). Gibbs and Brown (2007a, 2007b) applied a rule-based model to the GLC 2000 map. Additional description of data sources can be found in table 2 footnotes. All values are for above- and belowground forest biomass carbon stocks (trunk, branches, roots). Units expressed as million tonnes of carbon (M t C). (1) We attempted to trace each biome average to the original source of data and explain all modifications made by the biomass dataset producers, but this was not always possible. (2) Forest classes from the global classification scheme of GLC 2000 include the following: broadleaved evergreen, broadleaved deciduous open, broadleaved deciduous closed, needleleaved evergreen, needleleaved deciduous, mixed leaf, mosaic, and burnt. All non-forest land cover categories were excluded. (3) Each data set provided different values for different biome types. If only a single forest class was provided it was applied universally to all of the above classes (open and closed). When more than one forest category was provided it was translated and applied accordingly. (4) Note that only Gibbs and Brown (2007a, 2007b) account for the impact of human disturbance on forest carbon stocks. All other estimates use the same biome-average carbon value for all forests within each broad class regardless of their condition—however, we divided the average forest carbon stocks values in half for the mosaic and burnt classes in GLC 2000.",carbon_sequestration,None,Mt C a^-1
spectral indices,12,0,"<td>Relates ground-based measurements of tree diameters or volume to forest carbon stocks using allometric relationships</td>    <td>      <ul>        <li>Generic relationships readily available</li>        <li>Low-tech method widely understood</li>        <li>Can be relatively inexpensive as field-labor is largest cost</li>      </ul>    </td>    <td>      <ul>        <li>Generic relationships not appropriate for all regions</li>        <li>Can be expensive and slow</li>        <li>Challenging to produce globally consistent results</li>      </ul>    </td>    <td>Low</td>  </tr>  <tr>    <td>Optical remote sensors</td>    <td>      <ul>        <li>Uses visible and infrared wavelengths to measure spectral indices and correlate to ground-based forest carbon measurements</li>        <li>Ex: Landsat, MODIS</li>      </ul>    </td>    <td>      <ul>",carbon_sequestration,None,Mt C a^-1
Holly K Gibbs,0,0,"# Monitoring and estimating tropical forest carbon stocks: making REDD a reality**Holly K Gibbs$^{1}$, Sandra Brown$^{2}$, John O Niles$^{3}$ and Jonathan A Foley$^{1}$**$^{1}$ Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin, 1710 University Avenue, Madison, WI 53726, USA$^{2}$ Winrock International, Ecosystem Services Unit, 1621 N Kent Street, Suite 1200, Arlington, VA 22207, USA$^{3}$ Carbon Conservation, 1226 E Mason Street, Santa Barbara, CA 93103, USAReceived 14 August 2007Accepted for publication 1 November 2007Published 5 December 2007Online at stacks.iop.org/ERL/2/045023",carbon_sequestration,None,Mt C a^-1
forest carbon stocks,9,0,"In this paper, we review and summarize a range of approaches that could be adapted to estimate forest carbon stocks across tropical countries at different tiers of detail and accuracy (table 1). Biome averages and new geographically explicit datasets, for instance, provide rough approximations that can be immediately used to estimate a nation’s carbon stocks (Tier 1). Ground-based measurements of tree diameters and height can be combined with predictive relationships to estimate forest carbon stocks (Tiers 2 and 3). Remote-sensing instruments mounted on satellites or airplanes can estimate tree volume and other proxies that can also be converted using statistical relationships with ground-based forest carbon measurements (Tiers 2 and 3). These approaches have varying benefits and limitations.3. Global estimates of forest carbon stocks: the biome-average approach",carbon_sequestration,None,Mt C a^-1
Paciomik and Rypdal 2003,57,0,"plots (Brown <i>et al</i> 2000, Hamburg 2000, Nascimento and Laurance 2002, Paciomik and Rypdal 2003, Pearson <i>et al</i> 2005a).Country-level forest carbon stocks can then be estimated using the statistically sampled ground-based data. Allometric relationships are first applied to the ground-based forest measurements to estimate the average carbon stocks in each forest strata (Forest C/ha).A country’s forest carbon stocks can then be estimated by applying the average carbon density values across a national land-cover map or to a forest statistics table with the same forest strata (see section 6 for more on linking forest carbon and deforestation measurements). This approach could improve upon the Tier 1 results reported in table 3 and provide estimates at the Tier 2 or 3 level.4.2. Existing forest inventory data",carbon_sequestration,None,Mt C a^-1
Costa Rica,38,0,<tr><td>CAR</td><td>4059</td><td>3176</td><td>7405</td><td>3524</td><td>4096</td><td>3176–7405</td></tr>  <tr><td>Colombia</td><td>6737</td><td>10 085</td><td>11 467</td><td>2529</td><td>—</td><td>2529–11 467</td></tr>  <tr><td>Congo</td><td>3458</td><td>3549</td><td>5472</td><td>3740</td><td>4739</td><td>3458–5472</td></tr>  <tr><td>Costa Rica</td><td>471</td><td>704</td><td>593</td><td>493</td><td>—</td><td>471–704</td></tr>,carbon_sequestration,493,Mt C a^-1
secondary forests,47,0,"Stratification of systematic and random sampling schemes by broad forest types greatly increases survey efficiency by reducing unnecessary sampling and ensuring that major variation has been captured. It is important to assess how forest carbon stocks vary across a country before designing a stratified sampling scheme (Brown 2002). This information is used to define sampling strata or broad forest categories with similar forest carbon stocks. Information on soil types, drainage class, elevation, topography and land-use history are likely universally important to understanding the spatial distribution of carbon stocks. We recommend developing a ‘stratification matrix’ for each country or region using broad forest types (e.g. evergreen broadleaf, palm forests, semi-deciduous dry forests) and forest conditions such as drainage (e.g. flooded or dry), slope (e.g. steep or flat), level of degradation (e.g. logged, fragmented, pristine) and age (e.g. young fallow, secondary forest, mature) (figure 1).",carbon_sequestration,None,Mt C a^-1
targeting sampling,68,0,"To estimate carbon emissions it is necessary to know the area deforested and the amount of carbon these forests stored. Deforestation will likely be assessed using remote sensing and ideally the same observations will be used both to estimate deforestation and to design the forest carbon sampling matrix and scheme. If forest carbon stocks are collected according to a stratified sampling design it is important that deforestation is estimated for those same strata either through ‘wall-to-wall’ mapping or by ‘targeting sampling’ using the same stratified sampling scheme (DeFries et al 2005, 2007, Olander et al 2007). The average carbon stock value for each forest strata can be applied to the satellite-based forest map to estimate national-level forest carbon stocks or to a map of deforestation to estimate national-level forest emissions. Changes in carbon stocks and emissions could be monitored from satellite-based observations of deforestation once the broad spatial distribution of carbon stocks is well established (assuming deforestation and carbon assessments are compatible).",carbon_sequestration,None,Mt C a^-1
Philippines,51,0,<tr><td>Philippines</td><td>869</td><td>1765</td><td>2503</td><td>1213</td><td>1530</td><td>765–2503</td></tr>  <tr><td>Rwanda</td><td>45</td><td>45</td><td>36</td><td>48</td><td>6</td><td>6–48</td></tr>  <tr><td>Senegal</td><td>171</td><td>141</td><td>228</td><td>153</td><td>86</td><td>86–228</td></tr>  <tr><td>Sierra Leone</td><td>136</td><td>114</td><td>683</td><td>123</td><td>240</td><td>114–683</td></tr>,carbon_sequestration,2503,Mt C a^-1
"DeFries R S, Houghton R A, Hansen M C, Field C B, Skole D and Townshend J 2002 Carbon emissions from tropical deforestation and regrowth based on satellite observations for the 1980s and 1990s Proc. Natl Acad. Sci. USA 99 14256–61",80,0,"DeFries R S, Asner G, Achard F, Justice C, Laporte N, Price K, Small C and Townshend J 2005 Monitoring tropical deforestation for emerging carbon markets Tropical Deforestation and Climate Change ed P Moutino and S Schwartzman (Belem: IPAM and Environmental Defense) pp 35–44DeFries R S, Houghton R A, Hansen M C, Field C B, Skole D and Townshend J 2002 Carbon emissions from tropical deforestation and regrowth based on satellite observations for the 1980s and 1990s Proc. Natl Acad. Sci. USA 99 14256–61Delaney M, Brown S, Lugo A E, Torres-Lezama A and Bello Quintero N 1998 The quantity and turnover of dead wood in permanent forest plots in six life zones of Venezuela Biotropica 30 2–11Drake J B et al 2003 Above-ground biomass estimation in closed-canopy neotropical forests using lidar remote sensing: factors affecting the generality of relationships Glob. Ecol. Biogeogr. 12 147–59",carbon_sequestration,14256,Mt C a^-1
biome-average approach,9,0,"In this paper, we review and summarize a range of approaches that could be adapted to estimate forest carbon stocks across tropical countries at different tiers of detail and accuracy (table 1). Biome averages and new geographically explicit datasets, for instance, provide rough approximations that can be immediately used to estimate a nation’s carbon stocks (Tier 1). Ground-based measurements of tree diameters and height can be combined with predictive relationships to estimate forest carbon stocks (Tiers 2 and 3). Remote-sensing instruments mounted on satellites or airplanes can estimate tree volume and other proxies that can also be converted using statistical relationships with ground-based forest carbon measurements (Tiers 2 and 3). These approaches have varying benefits and limitations.3. Global estimates of forest carbon stocks: the biome-average approach",carbon_sequestration,None,Mt C a^-1
Vietnam,53,0,<tr><td>Togo</td><td>252</td><td>172</td><td>510</td><td>192</td><td>145</td><td>145–510</td></tr>  <tr><td>Uganda</td><td>536</td><td>434</td><td>1237</td><td>479</td><td>429</td><td>429–1237</td></tr>  <tr><td>Venezuela</td><td>6141</td><td>9202</td><td>7886</td><td>2326</td><td>—</td><td>2326–9202</td></tr>  <tr><td>Vietnam</td><td>774</td><td>1632</td><td>1546</td><td>1169</td><td>1642</td><td>774–1642</td></tr>,carbon_sequestration,1169,Mt C a^-1
Ghana,41,0,<tr><td>Ghana</td><td>880</td><td>612</td><td>2172</td><td>678</td><td>609</td><td>609–2172</td></tr>  <tr><td>Guatemala</td><td>787</td><td>1147</td><td>923</td><td>823</td><td>—</td><td>787–1147</td></tr>  <tr><td>Guinea</td><td>854</td><td>598</td><td>2051</td><td>664</td><td>973</td><td>598–2051</td></tr>  <tr><td>Guin.-Bissau</td><td>204</td><td>145</td><td>381</td><td>161</td><td>78</td><td>78–381</td></tr>,carbon_sequestration,880,Mt C a^-1
"Means J E, Acker S A, Harding D J, Blair J B, Lefsky M A, Cohen W B, Harmon M E and McKee W A 1998 Use of large-footprint scanning airborne lidar to estimate forest stand characteristics in the western cascades of Oregon Remote Sens. Environ. 67 298–308",89,0,"McGroddy M E, Daufresne T and Hedin L O 2004 Scaling of C:N:P stoichiometry in forests worldwide: implications of terrestrial Redfield-type ratios Ecology 85 2390–401Means J E, Acker S A, Harding D J, Blair J B, Lefsky M A, Cohen W B, Harmon M E and McKee W A 1998 Use of large-footprint scanning airborne lidar to estimate forest stand characteristics in the western cascades of Oregon Remote Sens. Environ. 67 298–308Melillo J M, Frucht J R, Houghton R A, Moore B and Skole D L 1988 Land-use change in the Soviet Union between 1850 and 1990: causes of a net release of CO2 to the atmosphere Tellus B 40 116–28Mette T, Papathanassiou K P, Hajnsek I and Zimmerman R 2003 Forest biomass estimation using polarimetric SAR interferometry Proc. POLnSAR (Italy: Frascati)",carbon_sequestration,None,Mt C a^-1
FAO,18,0,"• Analysis of forest inventory data archived by the FAO and others have also been used to develop biome averages. Forest inventory data can provide high quality information for a particular region, but existinginventories were generally not collected using sampling schemes appropriate for the biome scale. Country-level estimates of forest carbon stocks reported in the FAO Forest Resources Assessments are also based on forest inventory data, but these estimates are highly suspect because of inadequate sampling for the national scale and inconsistent methods (Brown 1997, FAO 2000, 2005). In the latest FAO report, national forest carbon estimates based on inventory data remain very questionable, with more than half of tropical countries relying on ‘best guesses’ rather than actual measurements (FAO 2005).",carbon_sequestration,None,Mt C a^-1
Center for Sustainability and the Global Environment (SAGE),0,0,"# Monitoring and estimating tropical forest carbon stocks: making REDD a reality**Holly K Gibbs$^{1}$, Sandra Brown$^{2}$, John O Niles$^{3}$ and Jonathan A Foley$^{1}$**$^{1}$ Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin, 1710 University Avenue, Madison, WI 53726, USA$^{2}$ Winrock International, Ecosystem Services Unit, 1621 N Kent Street, Suite 1200, Arlington, VA 22207, USA$^{3}$ Carbon Conservation, 1226 E Mason Street, Santa Barbara, CA 93103, USAReceived 14 August 2007Accepted for publication 1 November 2007Published 5 December 2007Online at stacks.iop.org/ERL/2/045023",carbon_sequestration,None,Mt C a^-1
Burundi,37,0,<tr><td>Brunei</td><td>58</td><td>112</td><td>115</td><td>72</td><td>40</td><td>40–115</td></tr>  <tr><td>Burundi</td><td>69</td><td>51</td><td>43</td><td>55</td><td>9</td><td>9–69</td></tr>  <tr><td>Cambodia</td><td>1008</td><td>1800</td><td>1222</td><td>1334</td><td>1914</td><td>957–1914</td></tr>  <tr><td>Cameroon</td><td>3721</td><td>3454</td><td>6138</td><td>3695</td><td>3622</td><td>3454–6138</td></tr>,carbon_sequestration,9,Mt C a^-1
"Post W M, Izaurralde R C, Mann L K and Bliss N 1999 Monitoring and verification of soil organic carbon sequestration Proc. Symp. Carbon Sequestration in Soils Science, Monitoring and Beyond (December) ed N J Rosenberg, R C Izaurralde and E L Malone (Columbus, OH: Batelle Press) p 41",92,0,"Pearson T, Brown S, Petrova S, Moore N and Slaymaker D 2005b Application of multispectral three-dimensional aerial digital imagery for estimating carbon stocks in a closed tropical forest Report to The Nature Conservancy Winrock InternationalPearson T, Walker S and Brown S 2005a Sourcebook for land use, land-use change and forestry projects Winrock International and the BioCarbon Fund of the World Bank p 57Penman J et al 2003 Good practice guidance for land use, land-use change and forestry IPCC National Greenhouse Gas Inventories Programme and Institute for Global Environmental Strategies, Kanagawa, Japan available at: http://www.ipcc-nggip.iges.or.jp/public/gpglulucf/gpglulucf.htmPost W M, Izaurralde R C, Mann L K and Bliss N 1999 Monitoring and verification of soil organic carbon sequestration Proc. Symp. Carbon Sequestration in Soils Science, Monitoring and Beyond (December) ed N J Rosenberg, R C Izaurralde and E L Malone (Columbus, OH: Batelle Press) p 41",carbon_sequestration,41,Mt C a^-1
Ramankutty et al (2007),30,0,"a Table modified from Ramankutty et al (2007). Estimates of forest carbon stocks (t C/ha) are based on different biome-average datasets and most have slight modifications. All values are for above- and belowground forest biomass carbon. Olson et al (1983) was excluded from this table because he provides only a single value for all tropical forests (120 t C/ha) and for dry forest/woodland (60 t C/ha).b Houghton (1999)/DeFries et al (2002) and IPCC (2006) distinguished forest types within each region, whereas Brown (1997)/Achard et al (2004) distinguished only by region and not by forest type.",carbon_sequestration,120,Mt C a^-1
Jonathan A Foley,0,0,"# Monitoring and estimating tropical forest carbon stocks: making REDD a reality**Holly K Gibbs$^{1}$, Sandra Brown$^{2}$, John O Niles$^{3}$ and Jonathan A Foley$^{1}$**$^{1}$ Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin, 1710 University Avenue, Madison, WI 53726, USA$^{2}$ Winrock International, Ecosystem Services Unit, 1621 N Kent Street, Suite 1200, Arlington, VA 22207, USA$^{3}$ Carbon Conservation, 1226 E Mason Street, Santa Barbara, CA 93103, USAReceived 14 August 2007Accepted for publication 1 November 2007Published 5 December 2007Online at stacks.iop.org/ERL/2/045023",carbon_sequestration,None,Mt C a^-1
tree diameters,9,0,"In this paper, we review and summarize a range of approaches that could be adapted to estimate forest carbon stocks across tropical countries at different tiers of detail and accuracy (table 1). Biome averages and new geographically explicit datasets, for instance, provide rough approximations that can be immediately used to estimate a nation’s carbon stocks (Tier 1). Ground-based measurements of tree diameters and height can be combined with predictive relationships to estimate forest carbon stocks (Tiers 2 and 3). Remote-sensing instruments mounted on satellites or airplanes can estimate tree volume and other proxies that can also be converted using statistical relationships with ground-based forest carbon measurements (Tiers 2 and 3). These approaches have varying benefits and limitations.3. Global estimates of forest carbon stocks: the biome-average approach",carbon_sequestration,None,Mt C a^-1
forest clearing,1,0,"**Abstract**Reducing carbon emissions from deforestation and degradation in developing countries is of central importance in efforts to combat climate change. Key scientific challenges must be addressed to prevent any policy roadblocks. Foremost among the challenges is quantifying nations’ carbon emissions from deforestation and forest degradation, which requires information on forest clearing and carbon storage. Here we review a range of methods available to estimate national-level forest carbon stocks in developing countries. While there are no practical methods to directly measure all forest carbon stocks across a country, both ground-based and remote-sensing measurements of forest attributes can be converted into estimates of national carbon stocks using allometric relationships. Here we synthesize, map and update prominent forest biomass carbon databases to create the first complete set of national-level forest carbon stock estimates. These forest carbon estimates expand on the default values recommended by the Intergovernmental Panel on Climate Change’s National Greenhouse Gas Inventory Guidelines and provide a range of globally consistent estimates.**Keywords:** deforestation, tropical forests, forest biomass, carbon stocks, emissions, forest inventory, UNFCCC, REDD, LULUCF, avoided deforestation**1. Introduction**",carbon_sequestration,None,Mt C a^-1
Tier 3,9,0,"In this paper, we review and summarize a range of approaches that could be adapted to estimate forest carbon stocks across tropical countries at different tiers of detail and accuracy (table 1). Biome averages and new geographically explicit datasets, for instance, provide rough approximations that can be immediately used to estimate a nation’s carbon stocks (Tier 1). Ground-based measurements of tree diameters and height can be combined with predictive relationships to estimate forest carbon stocks (Tiers 2 and 3). Remote-sensing instruments mounted on satellites or airplanes can estimate tree volume and other proxies that can also be converted using statistical relationships with ground-based forest carbon measurements (Tiers 2 and 3). These approaches have varying benefits and limitations.3. Global estimates of forest carbon stocks: the biome-average approach",carbon_sequestration,None,Mt C a^-1
Central America,25,0,"<table>  <tr>    <th>Forest type or regionb</th>    <th>Houghton (1999)/DeFries et al (2002)c</th>    <th>Brown (1997)/Achard et al (2004)d</th>    <th>Gibbs and Brown (2007a, 2007b)e</th>    <th>IPCC (2006)f</th>  </tr>  <tr>    <td>Central America</td>    <td>—</td>    <td>—</td>    <td>—</td>    <td>—</td>  </tr>  <tr>    <td>Pan-Amazon</td>    <td>—</td>    <td>129</td>    <td>—</td>    <td>—</td>  </tr>  <tr>    <td>Brazilian Amazon</td>    <td>—</td>    <td>186</td>",carbon_sequestration,None,Mt C a^-1
GLC 2000,55,0,"a Overview of methods used to develop table 3: In most cases, total forest carbon stocks per country were calculated by applying biome-average forest carbon values to a satellite-based global land cover map for the year 2000 (GLC 2000) stratified by the FAO forest ecological zone map (FAO 2001). Gibbs and Brown (2007a, 2007b) applied a rule-based model to the GLC 2000 map. Additional description of data sources can be found in table 2 footnotes. All values are for above- and belowground forest biomass carbon stocks (trunk, branches, roots). Units expressed as million tonnes of carbon (M t C). (1) We attempted to trace each biome average to the original source of data and explain all modifications made by the biomass dataset producers, but this was not always possible. (2) Forest classes from the global classification scheme of GLC 2000 include the following: broadleaved evergreen, broadleaved deciduous open, broadleaved deciduous closed, needleleaved evergreen, needleleaved deciduous, mixed leaf, mosaic, and burnt. All non-forest land cover categories were excluded. (3) Each data set provided different values for different biome types. If only a single forest class was provided it was applied universally to all of the above classes (open and closed). When more than one forest category was provided it was translated and applied accordingly. (4) Note that only Gibbs and Brown (2007a, 2007b) account for the impact of human disturbance on forest carbon stocks. All other estimates use the same biome-average carbon value for all forests within each broad class regardless of their condition—however, we divided the average forest carbon stocks values in half for the mosaic and burnt classes in GLC 2000.",carbon_sequestration,None,Mt C a^-1
Central America,32,0,"e Estimated values were calculated by taking the average forest carbon stock estimate for each biome from Gibbs and Brown (2007a, 2007b) maps for Southeast Asia and Africa that represent actual forest carbon in the year 2000. FAO ecofloristic zones were used to identify biomes. Note that this estimate accounts for anthropogenic disturbances including land use and degradation while the other biome averages presented here represent carbon stocks of undisturbed forests. Gibbs and Brown (2007a, 2007b) are based on methods pioneered by Brown and colleagues using a rule-base GIS analysis to spatially extrapolated forest inventory data archived by the FAO based on climate, soils, topographic, population and land-use information and produce maps of forest carbon stocks in the 1980s (Brown et al 1993, Iverson et al 1994, Brown and Gaston 1995, Gaston et al 1998). Central and South America have not yet been mapped using this method. Belowground carbon stocks included by Brown and colleagues were based on root:shoot ratios calculated from previously published data and stratified by dry, seasonal and moist climate zones. Biomass values converted to carbon stocks using 0.5 carbon fraction.",carbon_sequestration,None,Mt C a^-1
forest type,58,0,"Many tropical countries have already conducted at least one inventory of all or part of their forest area that could supplement new analyses or serve as a ‘stopgap’ while additional data are collected. However, very few developing countries have comprehensive national inventories, and any existing sub-national inventories must be evaluated before further use (Brown 1997, FAO 2005).Figure 1. Generalized stratification matrix that uses forest type and condition to capture the major variation in forest carbon stocks. Specific matrices should be developed for each country or region. Emissions from forest degradation could be quantified by comparing estimates of carbon storage under different forest conditions.4.3. Mapping forest carbon stocks using existing inventory data",carbon_sequestration,None,Mt C a^-1
IPCC (2006),33,0,"f IPCC (2006) default values for forest biomass; based mostly on Penman et al (2003), which is in turn based on interpretation of compilations of published studies. We converted the biomass values presented in table 4.7 of IPCC (2006) to carbon stocks using the IPCC default 0.47 carbon fraction (McGroddy et al 2004). We added in the belowground carbon stocks using the ratio of belowground biomass to aboveground biomass in table 4.4 of IPCC (2006); Average values were used in all cases.g Values here are for continental and insular Southeast Asia, respectively.may not adequately represent all forest types in all areas. Destructive sampling of 2–3 large trees should be used to check the validity of an allometric equation for specific locations (Brown 2002). This type of validation will be particularly important for Africa where there are very few ground-based datasets to develop or validate allometric equations. For example, none of the trees Chave et al (2005) used to develop the generic allometric equations were from an African forest.4.1. Sampling approaches for collecting ground-based data",carbon_sequestration,None,Mt C a^-1
satellites,9,0,"In this paper, we review and summarize a range of approaches that could be adapted to estimate forest carbon stocks across tropical countries at different tiers of detail and accuracy (table 1). Biome averages and new geographically explicit datasets, for instance, provide rough approximations that can be immediately used to estimate a nation’s carbon stocks (Tier 1). Ground-based measurements of tree diameters and height can be combined with predictive relationships to estimate forest carbon stocks (Tiers 2 and 3). Remote-sensing instruments mounted on satellites or airplanes can estimate tree volume and other proxies that can also be converted using statistical relationships with ground-based forest carbon measurements (Tiers 2 and 3). These approaches have varying benefits and limitations.3. Global estimates of forest carbon stocks: the biome-average approach",carbon_sequestration,None,Mt C a^-1
horizontal imager,15,0,</ul>    </td>    <td>      <ul>        <li>Less accurate in complex canopies of mature forests because signal saturates</li>        <li>Mountainous terrain also increases errors</li>        <li>Can be expensive and technically demanding</li>      </ul>    </td>    <td>Medium</td>  </tr>  <tr>    <td>Laser remote sensors</td>    <td>      <ul>        <li>LiDAR uses laser light to estimates forest height/vertical structure</li>        <li>Ex: Carbon 3-D satellite system combines Vegetation canopy LiDAR (VCL) with horizontal imager</li>      </ul>    </td>    <td>      <ul>        <li>Accurately estimates full spatial variability of forest carbon stocks</li>        <li>Potential for satellite-based system to estimate global forest carbon stocks</li>      </ul>    </td>    <td>      <ul>,carbon_sequestration,None,Mt C a^-1
Tropical equatorial forest,26,0,<td>—</td>    <td>—</td>  </tr>  <tr>    <td>Latin America</td>    <td></td>    <td></td>    <td></td>    <td></td>  </tr>  <tr>    <td>Tropical equatorial forest</td>    <td>200</td>    <td>—</td>    <td>—</td>    <td>193</td>  </tr>  <tr>    <td>Tropical seasonal forest</td>    <td>140</td>    <td>—</td>    <td>—</td>    <td>128</td>  </tr>  <tr>    <td>Tropical dry forest</td>    <td>.55</td>    <td>47</td>    <td>—</td>    <td>126</td>  </tr>  <tr>,carbon_sequestration,193,Mt C a^-1
"Baccini A, Friedl A M A, Woodcock C E and Warbington R (2004) Forest biomass estimation over regional scales using multisource data Geophys. Res. Lett. 31 L10501",76,0,"Ajtay G K, Ketner P and Duvigneaud P 1979 Terrestrial primary production and phytomass The global carbon cycle ed B Bolin, E T Degens, S Kempe and P Ketner (New York: Wiley) pp 129–82Asner G P 2001 Cloud cover in Landsat observations of the Brazilian Amazon Int. J. Remote Sens. 22 3855–62Asner G P et al 2005 Selective logging in the Brazilian Amazon Science 310 480–2Baccini A, Friedl A M A, Woodcock C E and Warbington R 2004 Forest biomass estimation over regional scales using multisource data Geophys. Res. Lett. 31 L10501Brown S 1997 Estimating biomass and biomass change of tropical forests: a primer FAO Forestry Paper no. 134 RomeBrown S 2002 Measuring carbon in forests: current status and future challenges Environ. Pollut. 116 363–72",carbon_sequestration,0.1,Mt C a^-1
FAO forest ecological zone map,55,0,"a Overview of methods used to develop table 3: In most cases, total forest carbon stocks per country were calculated by applying biome-average forest carbon values to a satellite-based global land cover map for the year 2000 (GLC 2000) stratified by the FAO forest ecological zone map (FAO 2001). Gibbs and Brown (2007a, 2007b) applied a rule-based model to the GLC 2000 map. Additional description of data sources can be found in table 2 footnotes. All values are for above- and belowground forest biomass carbon stocks (trunk, branches, roots). Units expressed as million tonnes of carbon (M t C). (1) We attempted to trace each biome average to the original source of data and explain all modifications made by the biomass dataset producers, but this was not always possible. (2) Forest classes from the global classification scheme of GLC 2000 include the following: broadleaved evergreen, broadleaved deciduous open, broadleaved deciduous closed, needleleaved evergreen, needleleaved deciduous, mixed leaf, mosaic, and burnt. All non-forest land cover categories were excluded. (3) Each data set provided different values for different biome types. If only a single forest class was provided it was applied universally to all of the above classes (open and closed). When more than one forest category was provided it was translated and applied accordingly. (4) Note that only Gibbs and Brown (2007a, 2007b) account for the impact of human disturbance on forest carbon stocks. All other estimates use the same biome-average carbon value for all forests within each broad class regardless of their condition—however, we divided the average forest carbon stocks values in half for the mosaic and burnt classes in GLC 2000.",carbon_sequestration,None,Mt C a^-1
Zambia,54,0,<tr><td>Zambia</td><td>4295</td><td>3423</td><td>6378</td><td>3725</td><td>1455</td><td>1455–6378</td></tr></table>,carbon_sequestration,1455,Mt C a^-1
Brown (1997),31,0,"c Used values from Houghton and Hackler (2001), which was based on a compilation of harvest measurements from ecological studies and originally published in Houghton (1999); ‘The values were obtained from summaries of global vegetation Whittaker and Likens (1973), Ajtay et al (1979), Olson et al (1983) as well as from regional studies (for additional sources see Melillo et al 1988, Houghton et al 1991, Houghton and Hackler 1995)’ (Houghton 1999: p 302). Values include aboveground, belowground and groundcover carbon stocks.d Estimated values based on Brown (1997), which was based on forest inventory data and converted to carbon stocks using allometric relationships. Achard et al (2002, 2004) increased values by 20% for root carbon stocks. Here, we report mean values; Achard et al (2004) added a range by adding ±20%.",carbon_sequestration,0,Mt C a^-1
soil organic matter,5,0,"The main carbon pools in tropical forest ecosystems are the living biomass of trees and understory vegetation and the dead mass of litter, woody debris and soil organic matter. The carbon stored in the aboveground living biomass of trees is typically the largest pool and the most directly impacted by deforestation and degradation. Thus, estimating aboveground forest biomass carbon is the most critical step in quantifying carbon stocks and fluxes from tropical forests, and the focus of this paper. Measurement protocols for other carbon pools are described elsewhere (e.g. Post et al 1999, Brown and Masera 2003, Pearson et al 2005a, IPCC 2006).",carbon_sequestration,None,Mt C a^-1
Drake et al (2003),67,0,"LiDAR systems send out pulses of laser light and measure the signal return time to directly estimate the height and vertical structure of forests (Dubayah and Drake 2000, Patenaude et al 2004). The light hits the forest canopy and ground surfaces and is then reflected back to the instrument. Forest carbon stocks are estimated by applying allometric height–carbon relationships (Hese et al 2005), which can introduce some challenges in tropical forests that reach their maximum height relatively quickly but continue to accumulate carbon for many decades. However, large-footprint LiDAR remote sensing far exceeds the capabilities of radar and optical sensors to estimate carbon stocks for all forest types (Means et al 1998, Lefsky et al 1999, Drake et al 2003). Currently, airplane-mounted LiDAR instruments are too costly to be used for more than a small area. A satellite-based LiDAR system could provide global coverage but is not yet an option. However, future satellite missions including LiDAR instruments such as NASA’s DESDynI (planned launch in 2014) and the proposed but not yet funded ‘Carbon 3D’ could greatly improve our capacity to measure carbon stocks from space (Hese et al 2005).6. Linking measurements of carbon stocks and deforestation",carbon_sequestration,None,Mt C a^-1
ground-based measurements,9,0,"In this paper, we review and summarize a range of approaches that could be adapted to estimate forest carbon stocks across tropical countries at different tiers of detail and accuracy (table 1). Biome averages and new geographically explicit datasets, for instance, provide rough approximations that can be immediately used to estimate a nation’s carbon stocks (Tier 1). Ground-based measurements of tree diameters and height can be combined with predictive relationships to estimate forest carbon stocks (Tiers 2 and 3). Remote-sensing instruments mounted on satellites or airplanes can estimate tree volume and other proxies that can also be converted using statistical relationships with ground-based forest carbon measurements (Tiers 2 and 3). These approaches have varying benefits and limitations.3. Global estimates of forest carbon stocks: the biome-average approach",carbon_sequestration,None,Mt C a^-1
