title,author,year,chunk_id,context,name,date,location,ecosystem,measurement,value,context_score,parametric_score,units,validation_status
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,473,"## 4.3.1. Removal of nutrients with sediment


Before restoration efforts, the bottom sediments from the Arturówek reservoirs were removed in 2000 by the Łódź City Government. The sediment thickness in UA in 2013, when it was dredged again, reached up to 40 cm and 3548 m 3 . In total, 9795 m 3 of bottom sediment was dredged from three reservoirs and B17 pond. The recommended period before the next dredging would be 10 years for this case. But we estimate that limiting the inflow of pollutants through the construction of SSBS and hybrid systems and other activities will extend this time to 20 years.



A literature review shows that the amount of nitrogen and phosphorous in bottom sediment is highly variable. In the Arturówek reservoirs, the amounts ranged from 1.0 to 2.5 g for TN and from 19.2 to 29.5 mg for TP per each kilogram of dry weight (Table 5). Studies conducted by Waajen et al. (2014) on three reservoirs, Dongen Pond (2500 m 2 ), Eindhoven Pond (6500 m 2 ) and Heesch Pond (1600 m 2 ) in the Netherlands, indicated that sediment contained 0.26 mg, 0.43 mg and 0.11 mg of phosphorous in one gram of dry weight, respectively. These values were 10 times higher than those of the sediment removed from the Arturówek reservoirs (0.024 mg P g -1 dry weight) and almost equivalent to those of sediment removed from the separators (0.435 mg P g -1 dry weight). This finding indicates in our case that the separator-removed sediment was a rich source of phosphorous and proves the efficiency of the separators as a part of the purifying systems (Jurczak et al., 2018a).",Dongen Pond,2014,Netherlands,pond,surface_area,2500²,103.12953186035156,4.68070650100708,m^2,valid
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,473,"## 4.3.1. Removal of nutrients with sediment


Before restoration efforts, the bottom sediments from the Arturówek reservoirs were removed in 2000 by the Łódź City Government. The sediment thickness in UA in 2013, when it was dredged again, reached up to 40 cm and 3548 m 3 . In total, 9795 m 3 of bottom sediment was dredged from three reservoirs and B17 pond. The recommended period before the next dredging would be 10 years for this case. But we estimate that limiting the inflow of pollutants through the construction of SSBS and hybrid systems and other activities will extend this time to 20 years.



A literature review shows that the amount of nitrogen and phosphorous in bottom sediment is highly variable. In the Arturówek reservoirs, the amounts ranged from 1.0 to 2.5 g for TN and from 19.2 to 29.5 mg for TP per each kilogram of dry weight (Table 5). Studies conducted by Waajen et al. (2014) on three reservoirs, Dongen Pond (2500 m 2 ), Eindhoven Pond (6500 m 2 ) and Heesch Pond (1600 m 2 ) in the Netherlands, indicated that sediment contained 0.26 mg, 0.43 mg and 0.11 mg of phosphorous in one gram of dry weight, respectively. These values were 10 times higher than those of the sediment removed from the Arturówek reservoirs (0.024 mg P g -1 dry weight) and almost equivalent to those of sediment removed from the separators (0.435 mg P g -1 dry weight). This finding indicates in our case that the separator-removed sediment was a rich source of phosphorous and proves the efficiency of the separators as a part of the purifying systems (Jurczak et al., 2018a).",Eindhoven Pond,2014,Netherlands,pond,surface_area,6500,61.43159484863281,2.788779020309448,m^2,valid
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,473,"## 4.3.1. Removal of nutrients with sediment


Before restoration efforts, the bottom sediments from the Arturówek reservoirs were removed in 2000 by the Łódź City Government. The sediment thickness in UA in 2013, when it was dredged again, reached up to 40 cm and 3548 m 3 . In total, 9795 m 3 of bottom sediment was dredged from three reservoirs and B17 pond. The recommended period before the next dredging would be 10 years for this case. But we estimate that limiting the inflow of pollutants through the construction of SSBS and hybrid systems and other activities will extend this time to 20 years.



A literature review shows that the amount of nitrogen and phosphorous in bottom sediment is highly variable. In the Arturówek reservoirs, the amounts ranged from 1.0 to 2.5 g for TN and from 19.2 to 29.5 mg for TP per each kilogram of dry weight (Table 5). Studies conducted by Waajen et al. (2014) on three reservoirs, Dongen Pond (2500 m 2 ), Eindhoven Pond (6500 m 2 ) and Heesch Pond (1600 m 2 ) in the Netherlands, indicated that sediment contained 0.26 mg, 0.43 mg and 0.11 mg of phosphorous in one gram of dry weight, respectively. These values were 10 times higher than those of the sediment removed from the Arturówek reservoirs (0.024 mg P g -1 dry weight) and almost equivalent to those of sediment removed from the separators (0.435 mg P g -1 dry weight). This finding indicates in our case that the separator-removed sediment was a rich source of phosphorous and proves the efficiency of the separators as a part of the purifying systems (Jurczak et al., 2018a).",Heesch Pond,2014,Netherlands,pond,surface_area,1600,59.70043563842773,2.821834087371826,m^2,valid
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,477,"## 4.3.2. Removal of nutrients with vegetation


Planting and subsequent harvesting of vegetation is often used for water quality protection (Verhofstad et al., 2017). In our work, the efficiency and costs differed for different vegetation types (Iamchaturapatr et al., 2007, Kumwimba et al., 2017).



The construction of a 100 m 2 floating island was a very expensive investment and, in our study, the cost was very high compared to the efficiency. Nevertheless, several studies show that in locations where other measures are impossible to install, a floating island seems to be a well-functioning tool. Lynch et al. (2015) showed reductions of 40% of the initial nitrogen and 48% of the initial phosphorus concentrations in a mesocosm experiment. McAndrew et al. (2016) showed that a 50 m 2 floating island, constructed in the stormwater Mason Pond (area of 7100 m 2 ) in Virginia, effectively removed 191 g of nitrogen from the pond. In an experiment in North Carolina on two retention ponds (areas of 0.36 ha and 0.05 ha), Winston et al. (2013) constructed 12 and 4 floating islands, respectively, with an area of 23 m 2 each, which reduced TN and TP concentrations by 36-59% and 36-57%, respectively.



The cost of construction and maintenance of shoreline vegetation was comparatively low from a 10-year perspective and only increased insignificantly over the next 10 years. However, considering the amount of N and P removed, the harvesting of the shoreline vegetation zone was not a very efficient measure. Still, we assume that the cost efficiency of the shoreline vegetation will improve over time with increasing biomass, yield and, consequently, N and P assimilation (Gachango et al., 2015, Kumwimba et al., 2017). The shoreline vegetation also had other ecological functions, such as providing habitat for zooplankton and reservoir fauna (Chesnes et al., 2011, Herrmann, 2012).",Mason Pond,,Virginia,pond,surface_area,7100,62.927764892578125,2.8262338638305664,m^2,valid
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,477,"## 4.3.2. Removal of nutrients with vegetation


Planting and subsequent harvesting of vegetation is often used for water quality protection (Verhofstad et al., 2017). In our work, the efficiency and costs differed for different vegetation types (Iamchaturapatr et al., 2007, Kumwimba et al., 2017).



The construction of a 100 m 2 floating island was a very expensive investment and, in our study, the cost was very high compared to the efficiency. Nevertheless, several studies show that in locations where other measures are impossible to install, a floating island seems to be a well-functioning tool. Lynch et al. (2015) showed reductions of 40% of the initial nitrogen and 48% of the initial phosphorus concentrations in a mesocosm experiment. McAndrew et al. (2016) showed that a 50 m 2 floating island, constructed in the stormwater Mason Pond (area of 7100 m 2 ) in Virginia, effectively removed 191 g of nitrogen from the pond. In an experiment in North Carolina on two retention ponds (areas of 0.36 ha and 0.05 ha), Winston et al. (2013) constructed 12 and 4 floating islands, respectively, with an area of 23 m 2 each, which reduced TN and TP concentrations by 36-59% and 36-57%, respectively.



The cost of construction and maintenance of shoreline vegetation was comparatively low from a 10-year perspective and only increased insignificantly over the next 10 years. However, considering the amount of N and P removed, the harvesting of the shoreline vegetation zone was not a very efficient measure. Still, we assume that the cost efficiency of the shoreline vegetation will improve over time with increasing biomass, yield and, consequently, N and P assimilation (Gachango et al., 2015, Kumwimba et al., 2017). The shoreline vegetation also had other ecological functions, such as providing habitat for zooplankton and reservoir fauna (Chesnes et al., 2011, Herrmann, 2012).",Retention Ponds,,North Carolina,pond,surface_area,0.05,83.8873291015625,3.7552335262298575,ha,valid
concordance of species composition patterns among microcrustaceans; rotifers and testate amoebae in a shallow pond,bini et al.,2007,490,"## 2. Methods



 
## 2.1. Study Area


The samples were gathered in Samambaia Lake (16¡35 ′ S, 49¡16 ′ W), which is a 33 years old pond, with an area of ca. 4 ha. Approximately, 10% of this area is covered by submerged aquatic plants (mainly Lindernia sp.). The average depth is about 3 m, with a maximum depth of 4.5 m. Since this pond is located inside the campus of the Federal University of Goiás (State of Goiás, Central Brazil), it is relatively protected from sewage drains and other impacts (BRANDÃO and KRAVCHENKO, 1997). Total P, nitrate  and  nitrate  concentrations  ranged  from  1  to  160 µ g/L,  0.99  to  710 µ g/L and 9 to 100.5 µ g/L, respectively, with median concentrations of 33 µ g/L, 83.9 µ g/L and 44.2 µ g/L (NOGUEIRA, 1999).




 
## 2.2. Sampling


Samples were gathered on August 2003 (dry period) and January 2004 (rainy period), on nine sites distributed along the major axis of the pond (Fig. 1). On each site, 1000 L of water were filtered over a 70 µ m zooplankton net, using a suction pump. Samples were fixed with 4% formaldehyde and concentrated to a standard volume of 500 mL.



Testate  amoebae,  microcrustaceans  and  rotifers  were  counted  in  a  Sedgwick-Rafter  counting  cell using a stereomicroscope and were expressed as individuals per liter.



The following abiotic variables were determined with a HORIBA U - 10 water quality meter: pH, dissolved oxygen, conductivity and water temperature. Water transparency (Secchi disk) and depth values were also recorded in all sites.",Samambaia Lake,,"Federal University of Goiás (State of Goiás, Central Brazil)",pond,surface_area,4 ha,64.39574432373047,2.788022041320801,ha,valid
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,574,"## Table 5 SIMPER analysis showing the environmental variables contributing up to 70% of the variation among lake, CTW and drain habitats

| Variable                  | Drain | CTW  | Mean value of dissimilarity | Contribution % |
|---------------------------|-------|------|-----------------------------|----------------|
| Depth (m)                 | 0.22  | 0.90 | 3.64                        | 10.7           |
| NO₃-N (mg L⁻¹)            | 0.41  | 0.12 | 3.12                        | 9.2            |
| Conductivity (mS cm⁻¹)    | 0.197 | 0.254| 2.94                        | 8.7            |
| Chlorophyll a (µg L⁻¹)    | 6.57  | 27.55| 2.46                        | 7.3            |
| Org-N (mg L⁻¹)            | 2.37  | 3.18 | 2.19                        | 6.5            |
| NH₄-N (mg L⁻¹)            | 0.22  | 0.11 | 2.18                        | 6.4            |
| PO₄-P (mg L⁻¹)            | 0.01  | 0.24 | 2.14                        | 6.3            |
| Macrophytes (% cover)     | 65    | 34   | 2.10                        | 6.2            |
| Iron floc (P/A = 1/0)     | 0.9   | 0.5  | 2.01                        | 5.9            |
| **Mean dissimilarity = 33.90** |       |      |                             |                |
| Area (m²)                 | 108,000 | 237 | 5.93                        | 15.6           |
| pH                        | 6.84  | 5.09 | 5.39                        | 14.2           |
| Temperature (°C)          | 24.12 | 21.83| 2.58                        | 6.8            |
| Org-N (mg L⁻¹)            | 3.92  | 3.18 | 2.28                        | 6.0            |
| DO (mg L⁻¹)               | 6.72  | 3.92 | 2.25                        | 5.9            |
| Conductivity (mS cm⁻¹)    | 0.176 | 0.254| 2.20                        | 5.8            |
| Chlorophyll a (µg L⁻¹)    | 48.81 | 27.55| 2.14                        | 5.7            |
| NVSS (mg L⁻¹)             | 13.46 | 12.69| 2.05                        | 5.4            |
| **Mean dissimilarity = 37.91** |       |      |                             |                |
| Area (m²)                 | 10    | 108,000 | 10.30                      | 20.7           |
| Temperature (°C)          | 20.89 | 24.12 | 3.83                        | 7.7            |
| pH                        | 5.52  | 6.84  | 3.63                        | 7.3            |
| Chlorophyll a (µg L⁻¹)    | 6.57  | 48.81 | 3.62                        | 7.3            |
| Org-N (mg L⁻¹)            | 2.37  | 3.92  | 3.54                        | 7.1            |
| Macrophytes (% cover)     | 65    | 7     | 3.19                        | 6.4            |
| NH₄-N (mg L⁻¹)            | 0.22  | 0.04  | 2.88                        | 5.8            |
| Iron floc (P/A = 1/0)     | 0.9   | 0.2   | 2.83                        | 5.7            |
| **Mean dissimilarity = 50.00** |       |      |                             |                |",Drain,,,pond,surface_area,"108,000",96.06918334960938,3.764390707015991,m^2,mis-interpretation
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,574,"## Table 5 SIMPER analysis showing the environmental variables contributing up to 70% of the variation among lake, CTW and drain habitats

| Variable                  | Drain | CTW  | Mean value of dissimilarity | Contribution % |
|---------------------------|-------|------|-----------------------------|----------------|
| Depth (m)                 | 0.22  | 0.90 | 3.64                        | 10.7           |
| NO₃-N (mg L⁻¹)            | 0.41  | 0.12 | 3.12                        | 9.2            |
| Conductivity (mS cm⁻¹)    | 0.197 | 0.254| 2.94                        | 8.7            |
| Chlorophyll a (µg L⁻¹)    | 6.57  | 27.55| 2.46                        | 7.3            |
| Org-N (mg L⁻¹)            | 2.37  | 3.18 | 2.19                        | 6.5            |
| NH₄-N (mg L⁻¹)            | 0.22  | 0.11 | 2.18                        | 6.4            |
| PO₄-P (mg L⁻¹)            | 0.01  | 0.24 | 2.14                        | 6.3            |
| Macrophytes (% cover)     | 65    | 34   | 2.10                        | 6.2            |
| Iron floc (P/A = 1/0)     | 0.9   | 0.5  | 2.01                        | 5.9            |
| **Mean dissimilarity = 33.90** |       |      |                             |                |
| Area (m²)                 | 108,000 | 237 | 5.93                        | 15.6           |
| pH                        | 6.84  | 5.09 | 5.39                        | 14.2           |
| Temperature (°C)          | 24.12 | 21.83| 2.58                        | 6.8            |
| Org-N (mg L⁻¹)            | 3.92  | 3.18 | 2.28                        | 6.0            |
| DO (mg L⁻¹)               | 6.72  | 3.92 | 2.25                        | 5.9            |
| Conductivity (mS cm⁻¹)    | 0.176 | 0.254| 2.20                        | 5.8            |
| Chlorophyll a (µg L⁻¹)    | 48.81 | 27.55| 2.14                        | 5.7            |
| NVSS (mg L⁻¹)             | 13.46 | 12.69| 2.05                        | 5.4            |
| **Mean dissimilarity = 37.91** |       |      |                             |                |
| Area (m²)                 | 10    | 108,000 | 10.30                      | 20.7           |
| Temperature (°C)          | 20.89 | 24.12 | 3.83                        | 7.7            |
| pH                        | 5.52  | 6.84  | 3.63                        | 7.3            |
| Chlorophyll a (µg L⁻¹)    | 6.57  | 48.81 | 3.62                        | 7.3            |
| Org-N (mg L⁻¹)            | 2.37  | 3.92  | 3.54                        | 7.1            |
| Macrophytes (% cover)     | 65    | 7     | 3.19                        | 6.4            |
| NH₄-N (mg L⁻¹)            | 0.22  | 0.04  | 2.88                        | 5.8            |
| Iron floc (P/A = 1/0)     | 0.9   | 0.2   | 2.83                        | 5.7            |
| **Mean dissimilarity = 50.00** |       |      |                             |                |",CTW,,,pond,surface_area,"108,000",96.31253814697266,3.763662338256836,m^2,mis-interpretation
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,577,"## Table 1 Characteristics of the study lakes including morphology, trophic status, Trophic Level Index (TLI), water clarity, and average concentrations of chlorophyll a (Chl a ), total phosphorus (TP) and total nitrogen (TN), number of major in-flows, number of CTWs and CTW codes

| Lake code | Kainui | Kaituna | Komakorau | Koromatua | Serpentine North |
|-----------|--------|---------|-----------|-----------|------------------|
| Lake area (ha) | 25 | 15 | 3 | 7 | 5 |
| Max. depth (m) | 6.7 | 1.3 | 1.1 | 0.8 | 3.8 |
| Catchment area (ha) | 260 | 589 | 619 | 67 | 163 |
| Trophic state | Hypertrophic | Hypertrophic | Hypertrophic | Hypertrophic | Eutrophic |
| TLI | 6.18 | 6.00 | 6.22 | 6.99 | 4.48 |
| Secchi depth (m) | 0.50 | 0.32 | 0.20 | 0.14 | 2.02 |
| Chl a (mg m$^{-3}$) | 45 | 6 | 9 | 32 | 4 |
| TP (mg m$^{-3}$) | 72 | 208 | 200 | 938 | 48 |
| TN (mg m$^{-3}$) | 3041 | 2509 | 2488 | 1492 | 570 |
| Inflows (n) | 10 | 10 | 3 | 3 | 2 |
| CTWs (n) | 9 | 10 | 3 | 3 | 1 |
| CTW codes | KN1, KN2, KN3, KN4, KN5, KN6, KN7, KN8, KN9 | KT1, KT2, KT3, KT4, KT5, KT6, KT7, KT8, KT9, KT10 | KO1, KO2, KO3 | KR1, KR2, KR3 | SN1 |",Komakorau,,,lake,surface_area,1.11,84.92117309570312,3.749566078186035,ha,hallucination
constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,2018,577,"## Table 1 Characteristics of the study lakes including morphology, trophic status, Trophic Level Index (TLI), water clarity, and average concentrations of chlorophyll a (Chl a ), total phosphorus (TP) and total nitrogen (TN), number of major in-flows, number of CTWs and CTW codes

| Lake code | Kainui | Kaituna | Komakorau | Koromatua | Serpentine North |
|-----------|--------|---------|-----------|-----------|------------------|
| Lake area (ha) | 25 | 15 | 3 | 7 | 5 |
| Max. depth (m) | 6.7 | 1.3 | 1.1 | 0.8 | 3.8 |
| Catchment area (ha) | 260 | 589 | 619 | 67 | 163 |
| Trophic state | Hypertrophic | Hypertrophic | Hypertrophic | Hypertrophic | Eutrophic |
| TLI | 6.18 | 6.00 | 6.22 | 6.99 | 4.48 |
| Secchi depth (m) | 0.50 | 0.32 | 0.20 | 0.14 | 2.02 |
| Chl a (mg m$^{-3}$) | 45 | 6 | 9 | 32 | 4 |
| TP (mg m$^{-3}$) | 72 | 208 | 200 | 938 | 48 |
| TN (mg m$^{-3}$) | 3041 | 2509 | 2488 | 1492 | 570 |
| Inflows (n) | 10 | 10 | 3 | 3 | 2 |
| CTWs (n) | 9 | 10 | 3 | 3 | 1 |
| CTW codes | KN1, KN2, KN3, KN4, KN5, KN6, KN7, KN8, KN9 | KT1, KT2, KT3, KT4, KT5, KT6, KT7, KT8, KT9, KT10 | KO1, KO2, KO3 | KR1, KR2, KR3 | SN1 |",Serpentine North,,,lake,surface_area,None.8,80.08296966552734,3.761032819747925,ha,hallucination
contribution of donana wetlands to carbon sequestration,morris et al,2013,617,"/C22 u 10 was calculated from uz measured at nearby meteorological stations (ICTS Don ˜ana, Fig. 1) according to [47] and spatiallyaveraged to give a single value for the region. We acknowledge that the empirical relationship chosen to adjust k 600 values in this study may not be ideal for representing wind-enhancement effects in this particular aquatic system (shallow water bodies with substantial variations in extent). To give an indication of the uncertainty this choice introduces, we also predicted k 600 values using empirical relationships derived for small water bodies [48] (median k 600 * 30% lower) and the global oceans [43] ( * 30% higher values). Daily values of water temperature, salinity, p CO2air and p CO2water , needed for calculation of Scw and F CO 2 , were estimated by linear interpolation of the measured monthly values. Annual areal F CO 2 was estimated by summing daily values.



A first approximation of daily air-water CO2 transport ( MmolCO2 d { 1 ) for Don ˜ana National Park and Veta la Palma was calculated by averaging the areal F CO2 values of all sites within each wetland region (see Fig. 1) and multiplying by the surface area of water in each region respectively. Annual air-water CO2 transport was calculated by summing over the year. Using the



empirical relationships derived for small water bodies and global oceans to adjust k 600 values would give annual air-water CO2 transport estimates 35% lower and 29% higher, respectively.



Water coverage was derived by remote sensing; using cloud-free Landsat TM (30 m 2 pixel size) and DEIMOS1 (22 m 2 ) scenes collected between Nov. 2009 and March 2011. Briefly, satellite images were orthorectified against high precision airborne-photos available from the Andalucian geo-spatial infrastructure (REDIAM, http://www.juntadeandalucia.es/medioambiente/site/web/ rediam, Ortofoto Digital Color de Andalucia 2008-2009). Images",Donana National Park,Nov. 2009 - March 2011,,wetland,surface_area,"None.500,000",121.5187530517578,5.667738914489746,ha,hallucination
contribution of donana wetlands to carbon sequestration,morris et al,2013,617,"/C22 u 10 was calculated from uz measured at nearby meteorological stations (ICTS Don ˜ana, Fig. 1) according to [47] and spatiallyaveraged to give a single value for the region. We acknowledge that the empirical relationship chosen to adjust k 600 values in this study may not be ideal for representing wind-enhancement effects in this particular aquatic system (shallow water bodies with substantial variations in extent). To give an indication of the uncertainty this choice introduces, we also predicted k 600 values using empirical relationships derived for small water bodies [48] (median k 600 * 30% lower) and the global oceans [43] ( * 30% higher values). Daily values of water temperature, salinity, p CO2air and p CO2water , needed for calculation of Scw and F CO 2 , were estimated by linear interpolation of the measured monthly values. Annual areal F CO 2 was estimated by summing daily values.



A first approximation of daily air-water CO2 transport ( MmolCO2 d { 1 ) for Don ˜ana National Park and Veta la Palma was calculated by averaging the areal F CO2 values of all sites within each wetland region (see Fig. 1) and multiplying by the surface area of water in each region respectively. Annual air-water CO2 transport was calculated by summing over the year. Using the



empirical relationships derived for small water bodies and global oceans to adjust k 600 values would give annual air-water CO2 transport estimates 35% lower and 29% higher, respectively.



Water coverage was derived by remote sensing; using cloud-free Landsat TM (30 m 2 pixel size) and DEIMOS1 (22 m 2 ) scenes collected between Nov. 2009 and March 2011. Briefly, satellite images were orthorectified against high precision airborne-photos available from the Andalucian geo-spatial infrastructure (REDIAM, http://www.juntadeandalucia.es/medioambiente/site/web/ rediam, Ortofoto Digital Color de Andalucia 2008-2009). Images",small water bodies,,,pond,surface_area,35,40.250091552734375,1.8754680156707764,ha,mis-interpretation
